Record_ID,Tortoise_ID,Tortoise_No,Sample_Date,ELISA_Date,Mag_A405,Mag_Titer,Mag_Result,Mtest_A405,Mtest_Titer,Mtest_Result,Comments,Mag_UseResult,Mtest_UseResult,DataProofed
303,BS57,57,10/10/2011,,0.009,<32,Negative,0.025,<32,Negative,,1,1,0
304,BS61,61,10/10/2011,,0.017,<32,Negative,0.022,<32,Negative,,1,1,0
305,BS68,68,10/10/2011,,0.006,<32,Negative,0,<32,Negative,,1,1,0
306,BS75,75,10/10/2011,,0.033,<32,Negative,0.023,<32,Negative,,1,1,0
307,BS91,91,10/10/2011,,0.052,<32,Negative,0.041,<32,Negative,,1,1,0
308,BS92,92,10/10/2011,,0.026,<32,Negative,0.042,<32,Negative,,1,1,0
309,BS95,95,10/10/2011,,0.05,<32,Negative,0.093,<32,Negative,,1,1,0
310,BS138,138,10/10/2011,,0.03,<32,Negative,0.044,<32,Negative,,1,1,0
311,BS143,143,10/10/2011,,0.009,<32,Negative,0.04,<32,Negative,,1,1,0
312,BS148,148,10/10/2011,,0.023,<32,Negative,0.054,<32,Negative,,1,1,0
313,BS173,173,10/10/2011,,0.015,<32,Negative,0.016,<32,Negative,,1,1,0
314,BS183,183,10/10/2011,,0.02,<32,Negative,0.028,<32,Negative,,1,1,0
315,BS261,261,10/10/2011,,,<32,Negative,,,,Not enough sample to run M.test analysis,1,0,0
316,BS17,17,10/11/2011,11/3/2011,0.018,<32,Negative,0.012,<32,Negative,,1,1,0
317,BS29,29,10/11/2011,11/3/2011,0.012,<32,Negative,0.005,<32,Negative,,1,1,0
318,BS47,47,10/11/2011,11/3/2011,0.014,<32,Negative,0.014,<32,Negative,,1,1,0
319,BS55,55,10/11/2011,11/3/2011,0.021,<32,Negative,0.064,<32,Negative,,1,1,0
320,BS70,70,10/11/2011,11/3/2011,0.035,<32,Negative,0.246,64,Suspect,,1,1,0
321,BS77,77,10/11/2011,11/3/2011,0.023,<32,Negative,0.003,<32,Negative,,1,1,0
322,BS109,109,10/11/2011,11/3/2011,0.004,<32,Negative,0,<32,Negative,,1,1,0
323,BS110,110,10/11/2011,11/3/2011,0.015,<32,Negative,0.007,<32,Negative,,1,1,0
324,BS117,117,10/11/2011,11/3/2011,0.014,<32,Negative,0.007,<32,Negative,,1,1,0
325,BS131,131,10/11/2011,11/3/2011,0.013,<32,Negative,0.004,<32,Negative,,1,1,0
326,BS142,142,10/11/2011,11/3/2011,0.04,<32,Negative,0.028,<32,Negative,,1,1,0
327,BS151,151,10/11/2011,11/7/2011,0.017,<32,Negative,0.055,<32,Negative,,1,1,0
328,BS161,161,10/11/2011,11/7/2011,0.026,<32,Negative,0.375,64,Suspect,,1,1,0
329,BS165,165,10/11/2011,11/7/2011,0.015,<32,Negative,0.077,<32,Negative,,1,1,0
330,BS168,168,10/11/2011,11/7/2011,0.027,<32,Negative,0.189,32,Suspect,,1,1,0
331,BS217,217,10/11/2011,11/7/2011,0.011,<32,Negative,0.029,<32,Negative,,1,1,0
332,BS230,230,10/11/2011,11/7/2011,0.022,<32,Negative,0.341,64,Suspect,,1,1,0
333,BS257,257,10/11/2011,11/7/2011,0.024,<32,Negative,0.048,<32,Negative,,1,1,0
337,BS30,30,10/12/2011,11/3/2011,0.014,<32,Negative,0.01,<32,Negative,,1,1,0
338,BS33,33,10/12/2011,11/3/2011,0.016,<32,Negative,0.004,<32,Negative,,1,1,0
340,BS45,45,10/12/2011,11/3/2011,0.019,<32,Negative,0.016,<32,Negative,,1,1,0
341,BS49,49,10/12/2011,11/3/2011,0.013,<32,Negative,0.001,<32,Negative,,1,1,0
343,BS64,64,10/12/2011,11/3/2011,0.035,<32,Negative,0.101,32,Suspect,,1,1,0
344,BS65,65,10/12/2011,11/3/2011,0.026,<32,Negative,0.02,<32,Negative,,1,1,0
345,BS78,78,10/12/2011,11/3/2011,0.027,<32,Negative,0.001,<32,Negative,,1,1,0
346,BS84,84,10/12/2011,11/3/2011,0.009,<32,Negative,0,<32,Negative,,1,1,0
347,BS88,88,10/12/2011,11/3/2011,0.006,<32,Negative,0.006,<32,Negative,,1,1,0
348,BS102,102,10/12/2011,11/3/2011,0.015,<32,Negative,0.124,32,Suspect,,1,1,0
349,BS108,108,10/12/2011,11/3/2011,0.006,<32,Negative,0,<32,Negative,,1,1,0
351,BS121,121,10/12/2011,11/3/2011,0.014,<32,Negative,0,<32,Negative,,1,1,0
352,BS132,132,10/12/2011,11/3/2011,0.033,<32,Negative,0.03,<32,Negative,,1,1,0
353,BS141,141,10/12/2011,11/3/2011,0.011,<32,Negative,0.004,<32,Negative,,1,1,0
354,BS147,147,10/12/2011,11/7/2011,0.018,<32,Negative,0.114,<32,Negative,,1,1,0
355,BS153,153,10/12/2011,11/7/2011,0.026,<32,Negative,0.209,32,Suspect,,1,1,0
356,BS163,163,10/12/2011,11/7/2011,0.024,<32,Negative,0.322,64,Suspect,,1,1,0
357,BS169,169,10/12/2011,11/7/2011,0.043,<32,Negative,0.042,<32,Negative,,1,1,0
358,BS171,171,10/12/2011,11/7/2011,0.045,<32,Negative,0.307,64,Suspect,,1,1,0
360,BS220,220,10/12/2011,11/7/2011,0.016,<32,Negative,0.282,64,Suspect,,1,1,0
362,BS501,501,10/13/2011,11/7/2011,0.021,<32,Negative,0.082,<32,Negative,,1,1,0
363,BS502,502,10/13/2011,11/7/2011,0.025,<32,Negative,0.291,32,Suspect,,1,1,0
364,BS505,505,10/13/2011,11/7/2011,0.014,<32,Negative,0.016,<32,Negative,,1,1,0
365,BS506,506,10/13/2011,11/7/2011,0.016,<32,Negative,0.15,32,Suspect,,1,1,0
367,BS508,508,10/13/2011,11/7/2011,0.014,<32,Negative,0.101,<32,Negative,,1,1,0
368,BS510,510,10/13/2011,11/7/2011,0.025,<32,Negative,0.127,<32,Negative,,1,1,0
369,BS512,512,10/13/2011,11/7/2011,0.029,<32,Negative,0.147,32,Suspect,,1,1,0
370,BS513,513,10/13/2011,11/7/2011,0.038,<32,Negative,0.338,64,Suspect,,1,1,0
371,BS515,515,10/13/2011,11/7/2011,0.022,<32,Negative,0.359,64,Suspect,,1,1,0
372,BS518,518,10/13/2011,11/7/2011,0.016,<32,Negative,0.024,<32,Negative,,1,1,0
373,BS522,522,10/13/2011,11/7/2011,0.029,<32,Negative,0.066,<32,Negative,,1,1,0
374,BS524,524,10/13/2011,11/7/2011,0.025,<32,Negative,0.513,64,Suspect,,1,1,0
375,BS527,527,10/13/2011,11/7/2011,0.012,<32,Negative,0.042,<32,Negative,,1,1,0
376,BS529,529,10/13/2011,11/7/2011,0.015,<32,Negative,0.216,32,Suspect,,1,1,0
377,BS530,530,10/13/2011,11/7/2011,0.006,<32,Negative,0.046,<32,Negative,,1,1,0
378,BS531,531,10/13/2011,11/7/2011,0.005,<32,Negative,0.039,<32,Negative,,1,1,0
379,BS532,532,10/13/2011,11/7/2011,0.005,<32,Negative,0.035,<32,Negative,,1,1,0
380,BS533,533,10/13/2011,11/7/2011,0.013,<32,Negative,0.029,<32,Negative,,1,1,0
381,BS535,535,10/13/2011,11/7/2011,0.023,<32,Negative,0.06,<32,Negative,,1,1,0
382,BS536,536,10/13/2011,11/7/2011,0.042,<32,Negative,0.124,<32,Negative,,1,1,0
383,BS537,537,10/13/2011,11/7/2011,0.016,<32,Negative,0.164,<32,Negative,,1,1,0
384,BS96,96,10/14/2011,11/3/2011,0.021,<32,Negative,0.001,<32,Negative,,1,1,0
385,BS158,158,10/14/2011,11/7/2011,0.013,<32,Negative,0.098,<32,Negative,,1,1,0
386,BS248,248,10/14/2011,11/7/2011,0.035,<32,Negative,0.182,32,Suspect,,1,1,0
389,BS315,315,10/14/2011,11/7/2011,0.025,<32,Negative,0.097,<32,Negative,,1,1,0
390,BS317,317,10/14/2011,11/7/2011,0.017,<32,Negative,0.211,32,Suspect,,1,1,0
391,BS509,509,10/14/2011,11/7/2011,0.024,<32,Negative,0.189,32,Suspect,,1,1,0
392,BS519,519,10/14/2011,11/7/2011,0.02,<32,Negative,0.233,32,Suspect,,1,1,0
393,BS520,520,10/14/2011,11/7/2011,0.018,<32,Negative,0.025,<32,Negative,,1,1,0
394,BS538,538,10/14/2011,11/7/2011,0.011,<32,Negative,0.315,32,Suspect,,1,1,0
397,BS179,179,10/15/2011,11/7/2011,0.009,<32,Negative,0.04,<32,Negative,,1,1,0
398,BS187,187,10/15/2011,11/7/2011,0.027,<32,Negative,0.152,32,Suspect,,1,1,0
399,BS246,246,10/15/2011,11/7/2011,0.04,<32,Negative,0.185,32,Suspect,,1,1,0
401,BS320,320,10/15/2011,11/7/2011,0.047,<32,Negative,0.298,64,Suspect,,1,1,0
402,BS321,321,10/15/2011,11/7/2011,0.009,<32,Negative,0.073,<32,Negative,,1,1,0
403,BS322,322,10/15/2011,11/7/2011,0.03,<32,Negative,0.183,32,Suspect,,1,1,0
404,BS323,323,10/15/2011,11/7/2011,0.013,<32,Negative,0.055,<32,Negative,,1,1,0
405,BS324,324,10/15/2011,11/7/2011,0.016,<32,Negative,0.02,<32,Negative,,1,1,0
407,BS540,540,10/15/2011,11/7/2011,0.009,<32,Negative,0.151,<32,Negative,,1,1,0
408,BS551,551,10/15/2011,11/7/2011,0.023,<32,Negative,0.16,<32,Negative,,1,1,0
409,BS559,559,10/15/2011,11/7/2011,0.019,<32,Negative,0.087,<32,Negative,,1,1,0
410,BS572,572,10/15/2011,11/7/2011,0.023,<32,Negative,0.067,<32,Negative,,1,1,0
411,BS575,575,10/15/2011,11/7/2011,0.009,<32,Negative,0.379,64,Suspect,,1,1,0
412,BS576,576,10/15/2011,,0.006,<32,Negative,0.024,<32,Negative,,1,1,0
413,BS581,581,10/15/2011,11/7/2011,0.032,<32,Negative,0.082,<32,Negative,,1,1,0
414,BS582,582,10/15/2011,11/7/2011,0.038,<32,Negative,0.298,32,Suspect,,1,1,0
415,BS619,619,10/15/2011,11/9/2011,0.009,<32,Negative,0.055,<32,Negative,,1,1,0
417,BS327,327,10/16/2011,11/7/2011,0.018,<32,Negative,0.069,<32,Negative,,1,1,0
418,BS328,328,10/16/2011,11/7/2011,0.019,<32,Negative,0.014,<32,Negative,,1,1,0
423,BS541,541,10/16/2011,11/7/2011,0.005,<32,Negative,0.033,<32,Negative,,1,1,0
424,BS543,543,10/16/2011,11/7/2011,0.015,<32,Negative,0.208,32,Suspect,,1,1,0
425,BS07,7,10/17/2011,11/3/2011,0.034,<32,Negative,0.036,<32,Negative,,1,1,0
426,BS155,155,10/17/2011,11/7/2011,0.013,<32,Negative,0.071,<32,Negative,,1,1,0
427,BS160,160,10/17/2011,11/7/2011,0.02,<32,Negative,0.052,<32,Negative,,1,1,0
428,BS164,164,10/17/2011,11/7/2011,0.011,<32,Negative,0.023,<32,Negative,,1,1,0
429,BS180,180,10/17/2011,11/7/2011,0.022,<32,Negative,0.26,32,Suspect,,1,1,0
431,BS313,313,10/17/2011,11/7/2011,0.017,<32,Negative,0.031,<32,Negative,,1,1,0
432,BS314,314,10/17/2011,11/7/2011,0.014,<32,Negative,0.242,32,Suspect,,1,1,0
433,BS334,334,10/17/2011,11/7/2011,0.015,<32,Negative,0.189,32,Suspect,,1,1,0
434,BS335,335,10/17/2011,11/7/2011,0.016,<32,Negative,0.05,<32,Negative,,1,1,0
435,BS542,542,10/17/2011,11/7/2011,0.01,<32,Negative,0.182,32,Suspect,,1,1,0
436,BS545,545,10/17/2011,11/7/2011,0.041,<32,Negative,0.677,64,Suspect,,1,1,0
437,BS550,550,10/17/2011,11/7/2011,0.02,<32,Negative,0.16,<32,Negative,,1,1,0
438,BS577,577,10/17/2011,11/7/2011,0.013,<32,Negative,0.04,<32,Negative,,1,1,0
439,BS23,23,10/18/2011,,0.033,<32,Negative,0.268,64,Suspect,,1,1,0
440,BS69,69,10/18/2011,,0.061,<32,Negative,0.235,64,Suspect,,1,1,0
441,BS126,126,10/18/2011,,0.025,<32,Negative,0.35,128,Positive,,1,1,0
442,BS134,134,10/18/2011,,0.031,<32,Negative,0.101,32,Suspect,,1,1,0
443,BS135,135,10/18/2011,,0.022,<32,Negative,0.08,32,Suspect,,1,1,0
444,BS139,139,10/18/2011,,0.022,<32,Negative,0.05,<32,Negative,,1,1,0
445,BS144,144,10/18/2011,,0.024,<32,Negative,0.105,32,Suspect,,1,1,0
446,BS167,167,10/18/2011,,0.021,<32,Negative,0.028,<32,Negative,,1,1,0
447,BS245,245,10/18/2011,,0.023,<32,Negative,0.094,32,Suspect,,1,1,0
448,BS503,503,10/18/2011,,0.018,<32,Negative,0.04,<32,Negative,,1,1,0
449,BS514,514,10/18/2011,,0.011,<32,Negative,0.03,<32,Negative,,1,1,0
450,BS560,560,10/18/2011,,0.021,<32,Negative,0.073,32,Suspect,,1,1,0
451,BS574,574,10/18/2011,,0.026,<32,Negative,0.141,64,Suspect,,1,1,0
452,BS580,580,10/18/2011,,0.016,<32,Negative,0.026,<32,Negative,,1,1,0
453,BS636,636,10/18/2011,,0.021,<32,Negative,0.012,<32,Negative,,1,1,0
454,BS62,62,10/19/2011,11/3/2011,0.036,<32,Negative,0.027,<32,Negative,,1,1,0
455,BS80,80,10/19/2011,11/3/2011,0.011,<32,Negative,0.031,<32,Negative,,1,1,0
456,BS99,99,10/19/2011,11/3/2011,0.019,<32,Negative,0.001,<32,Negative,,1,1,0
457,BS124,124,10/19/2011,11/3/2011,0.008,<32,Negative,0.001,<32,Negative,,1,1,0
458,BS189,189,10/19/2011,11/7/2011,0.016,<32,Negative,0.052,<32,Negative,,1,1,0
459,BS242,242,10/19/2011,11/7/2011,0.038,<32,Negative,0.373,64,Suspect,,1,1,0
460,BS265,265,10/19/2011,11/7/2011,0.052,<32,Negative,0.172,32,Suspect,,1,1,0
461,BS266,266,10/19/2011,11/7/2011,0.015,<32,Negative,0.084,<32,Negative,,1,1,0
462,BS289,289,10/19/2011,11/7/2011,0.015,<32,Negative,0.065,<32,Negative,,1,1,0
463,BS306,306,10/19/2011,11/7/2011,0.038,<32,Negative,0.109,<32,Negative,,1,1,0
464,BS570,570,10/19/2011,11/7/2011,0.032,<32,Negative,0.179,32,Suspect,,1,1,0
465,BS578,578,10/19/2011,11/7/2011,0.032,<32,Negative,0.528,64,Suspect,,1,1,0
466,BS591,591,10/19/2011,11/9/2011,0.017,<32,Negative,0.056,<32,Negative,,1,1,0
467,BS595,595,10/19/2011,11/9/2011,0.017,<32,Negative,0.028,<32,Negative,,1,1,0
468,BS603,603,10/19/2011,11/9/2011,0.027,<32,Negative,0.065,<32,Negative,,1,1,0
469,BS617,617,10/19/2011,11/9/2011,0.022,<32,Negative,0.102,32,Suspect,,1,1,0
470,BS623,623,10/19/2011,11/9/2011,0.022,<32,Negative,0.312,64,Suspect,,1,1,0
471,BS626,626,10/19/2011,11/9/2011,0.013,<32,Negative,0.013,<32,Negative,,1,1,0
472,BS628,628,10/19/2011,11/9/2011,0.025,<32,Negative,0.117,32,Suspect,,1,1,0
473,BS336,336,10/20/2011,11/7/2011,0.016,<32,Negative,0.016,<32,Negative,,1,1,0
474,BS557,557,10/20/2011,11/7/2011,0.046,<32,Negative,0.072,<32,Negative,,1,1,0
475,BS558,558,10/20/2011,11/7/2011,0.063,<32,Negative,0.161,<32,Negative,,1,1,0
476,BS561,561,10/20/2011,11/7/2011,0.074,<32,Negative,0.439,64,Suspect,,1,1,0
477,BS574,574,10/20/2011,11/7/2011,0.021,<32,Negative,0.192,32,Suspect,,1,1,0
478,BS584,584,10/20/2011,11/7/2011,0.017,<32,Negative,0.019,<32,Negative,,1,1,0
479,BS587,587,10/20/2011,11/7/2011,0.001,<32,Negative,0.029,<32,Negative,,1,1,0
480,BS599,599,10/20/2011,11/9/2011,0.003,<32,Negative,0.024,<32,Negative,,1,1,0
481,BS625,625,10/20/2011,11/9/2011,0.016,<32,Negative,0.257,64,Suspect,,1,1,0
482,BS631,631,10/20/2011,11/9/2011,0.03,<32,Negative,0.076,<32,Negative,,1,1,0
483,BS638,638,10/20/2011,11/9/2011,0.013,<32,Negative,0.048,<32,Negative,,1,1,0
484,BS639,639,10/20/2011,11/9/2011,0.025,<32,Negative,0.138,32,Suspect,,1,1,0
485,BS642,642,10/20/2011,11/9/2011,0.013,<32,Negative,0.037,<32,Negative,,1,1,0
486,BS643,643,10/20/2011,11/9/2011,0.004,<32,Negative,0.184,32,Suspect,,1,1,0
487,BS648,648,10/20/2011,11/9/2011,0.013,<32,Negative,0.109,32,Suspect,,1,1,0
488,BS652,652,10/20/2011,11/9/2011,0.014,<32,Negative,0.034,<32,Negative,,1,1,0
489,BS655,655,10/20/2011,11/9/2011,0.019,<32,Negative,0.023,<32,Negative,,1,1,0
490,BS192,192,10/21/2011,11/7/2011,0.068,<32,Negative,0.332,64,Suspect,,1,1,0
491,BS555,555,10/21/2011,11/7/2011,0.029,<32,Negative,0.133,<32,Negative,,1,1,0
492,BS565,565,10/21/2011,11/7/2011,0.029,<32,Negative,0.617,64,Suspect,,1,1,0
493,BS566,566,10/21/2011,11/7/2011,0.023,<32,Negative,0.214,<32,Negative,,1,1,0
494,BS568,568,10/21/2011,11/7/2011,0.015,<32,Negative,0.069,<32,Negative,,1,1,0
495,BS583,583,10/21/2011,11/7/2011,0.054,<32,Negative,0.176,32,Suspect,,1,1,0
496,BS586,586,10/21/2011,11/7/2011,0.019,<32,Negative,0.602,64,Suspect,,1,1,0
497,BS589,589,10/21/2011,11/7/2011,0.009,<32,Negative,0.075,<32,Negative,,1,1,0
498,BS590,590,10/21/2011,11/9/2011,0.016,<32,Negative,0.047,<32,Negative,,1,1,0
499,BS596,596,10/21/2011,11/9/2011,0.009,<32,Negative,0.064,<32,Negative,,1,1,0
500,BS601,601,10/21/2011,11/9/2011,0.011,<32,Negative,0.003,<32,Negative,,1,1,0
501,BS604,604,10/21/2011,11/9/2011,0.011,<32,Negative,0.035,<32,Negative,,1,1,0
502,BS608,608,10/21/2011,11/9/2011,0.017,<32,Negative,0.093,<32,Negative,,1,1,0
503,BS611,611,10/21/2011,11/9/2011,0.015,<32,Negative,0.057,<32,Negative,,1,1,0
504,BS614,614,10/21/2011,11/9/2011,0.012,<32,Negative,0.158,32,Suspect,,1,1,0
505,BS615,615,10/21/2011,11/9/2011,0.016,<32,Negative,0.3,64,Suspect,,1,1,0
506,BS621,621,10/21/2011,11/9/2011,0.018,<32,Negative,0.084,<32,Negative,,1,1,0
507,BS647,647,10/21/2011,11/9/2011,0.02,<32,Negative,0.017,<32,Negative,,1,1,0
508,BS25,25,10/22/2011,11/3/2011,0.017,<32,Negative,0.032,<32,Negative,,1,1,0
509,BS51,51,10/22/2011,11/3/2011,0.015,<32,Negative,0.004,<32,Negative,,1,1,0
510,BS52,52,10/22/2011,11/3/2011,0.008,<32,Negative,0.014,<32,Negative,,1,1,0
511,BS105,105,10/22/2011,11/3/2011,0.011,<32,Negative,0,<32,Negative,,1,1,0
512,BS172,172,10/22/2011,11/7/2011,0.023,<32,Negative,0.025,<32,Negative,,1,1,0
513,BS546,546,10/22/2011,11/7/2011,0.028,<32,Negative,0.206,32,Suspect,,1,1,0
514,BS549,549,10/22/2011,11/7/2011,0.235,64,Positive,0.075,<32,Negative,,1,1,0
515,BS552,552,10/22/2011,11/7/2011,0.006,<32,Negative,0.066,<32,Negative,,1,1,0
516,BS554,554,10/22/2011,11/7/2011,0.21,32,Suspect,0.437,64,Suspect,,1,1,0
517,BS571,571,10/22/2011,11/7/2011,0.021,<32,Negative,0.1,<32,Negative,,1,1,0
518,BS573,573,10/22/2011,11/7/2011,0.037,<32,Negative,0.295,32,Suspect,,1,1,0
519,BS593,593,10/22/2011,11/9/2011,0.009,<32,Negative,0.061,<32,Negative,,1,1,0
520,BS594,594,10/22/2011,11/9/2011,0.012,<32,Negative,0.116,32,Suspect,,1,1,0
521,BS605,605,10/22/2011,11/9/2011,0.019,<32,Negative,0.019,<32,Negative,,1,1,0
522,BS606,606,10/22/2011,11/9/2011,0.016,<32,Negative,0.144,32,Suspect,,1,1,0
523,BS613,613,10/22/2011,11/9/2011,0.034,<32,Negative,0.381,64,Suspect,,1,1,0
524,BS616,616,10/22/2011,11/9/2011,0.02,<32,Negative,0.249,64,Suspect,,1,1,0
525,BS620,620,10/22/2011,11/9/2011,0.031,<32,Negative,0.082,<32,Negative,,1,1,0
526,BS634,634,10/22/2011,11/9/2011,0.01,<32,Negative,0.01,<32,Negative,,1,1,0
528,BS646,646,10/22/2011,11/9/2011,0.031,<32,Negative,0.213,64,Suspect,,1,1,0
529,BS22,22,10/23/2011,11/3/2011,0.012,<32,Negative,0.004,<32,Negative,,1,1,0
530,BS107,107,10/23/2011,11/3/2011,0.011,<32,Negative,0,<32,Negative,,1,1,0
531,BS140,140,10/23/2011,11/3/2011,0.011,<32,Negative,0,<32,Negative,,1,1,0
532,BS146,146,10/23/2011,11/3/2011,0.012,<32,Negative,0.005,<32,Negative,,1,1,0
533,BS157,157,10/23/2011,11/7/2011,0.029,<32,Negative,0.122,<32,Negative,,1,1,0
534,BS170,170,10/23/2011,11/7/2011,0.022,<32,Negative,0.144,32,Suspect,,1,1,0
535,BS186,186,10/23/2011,11/7/2011,0.03,<32,Negative,0.268,32,Suspect,,1,1,0
536,BS290,290,10/23/2011,11/7/2011,0.029,<32,Negative,0.1,<32,Negative,,1,1,0
537,BS585,585,10/23/2011,11/7/2011,0.004,<32,Negative,0.009,<32,Negative,,1,1,0
538,BS588,588,10/23/2011,11/7/2011,0.012,<32,Negative,0.043,<32,Negative,,1,1,0
539,BS291,291,10/25/2011,11/7/2011,0.031,<32,Negative,0.192,32,Suspect,,1,1,0
540,BS504,504,10/25/2011,11/7/2011,0.013,<32,Negative,0.079,<32,Negative,,1,1,0
541,BS517,517,10/25/2011,11/7/2011,0.019,<32,Negative,0.094,<32,Negative,,1,1,0
542,BS523,523,10/25/2011,11/7/2011,0.021,<32,Negative,0.11,<32,Negative,,1,1,0
543,BS534,534,10/25/2011,11/7/2011,0.02,<32,Negative,0.106,<32,Negative,,1,1,0
544,BS02,2,5/14/2012,5/29/2012,0.072,32,Suspect,0.194,32,Suspect,,1,1,0
545,BS09,9,5/14/2012,5/29/2012,0.031,<32,Negative,0.768,128,Positive,,1,1,0
546,BS28,28,5/14/2012,5/29/2012,0.024,<32,Negative,0.032,<32,Negative,,1,1,0
547,BS31,31,5/14/2012,5/29/2012,0.02,<32,Negative,0.277,64,Suspect,,1,1,0
548,BS34,34,5/14/2012,5/29/2012,0.025,<32,Negative,0.057,<32,Negative,,1,1,0
549,BS36,36,5/14/2012,5/29/2012,0.03,<32,Negative,0.095,<32,Negative,,1,1,0
550,BS41,41,5/14/2012,5/29/2012,0.05,<32,Negative,0.173,32,Suspect,,1,1,0
551,BS61,61,5/14/2012,5/29/2012,0.023,<32,Negative,0.192,32,Suspect,,1,1,0
552,BS64,64,5/14/2012,5/29/2012,0.049,<32,Negative,0.319,64,Suspect,,1,1,0
553,BS65,65,5/14/2012,5/29/2012,0.031,<32,Negative,0.264,64,Suspect,,1,1,0
554,BS68,68,5/14/2012,5/29/2012,0.022,<32,Negative,0.047,<32,Negative,,1,1,0
555,BS79,79,5/14/2012,5/29/2012,0.018,<32,Negative,0.047,<32,Negative,,1,1,0
556,BS81,81,5/14/2012,5/29/2012,0.024,<32,Negative,0.112,32,Suspect,,1,1,0
557,BS95,95,5/14/2012,5/29/2012,0.057,<32,Negative,0.065,<32,Negative,,1,1,0
558,BS117,117,5/14/2012,5/29/2012,0.024,<32,Negative,0.015,<32,Negative,,1,1,0
559,BS177,177,5/14/2012,5/29/2012,0.015,<32,Negative,0.053,<32,Negative,,1,1,0
560,BS220,220,5/14/2012,5/29/2012,0.028,<32,Negative,0.21,32,Suspect,,1,1,0
562,BS305,305,5/14/2012,5/29/2012,0.028,<32,Negative,0.081,<32,Negative,,1,1,0
563,BS07,7,5/15/2012,5/29/2012,0.039,<32,Negative,0.038,<32,Negative,,1,1,0
564,BS16,16,5/15/2012,5/29/2012,0.037,<32,Negative,0.285,64,Suspect,,1,1,0
565,BS27,27,5/15/2012,5/29/2012,0.023,<32,Negative,0.032,<32,Negative,,1,1,0
566,BS75,75,5/15/2012,5/29/2012,0.034,<32,Negative,0.341,64,Suspect,,1,1,0
567,BS76,76,5/15/2012,5/29/2012,0.024,<32,Negative,0.228,64,Suspect,,1,1,0
568,BS111,111,5/15/2012,5/29/2012,0.025,<32,Negative,0.203,32,Suspect,,1,1,0
569,BS124,124,5/15/2012,5/29/2012,0.022,<32,Negative,0.226,64,Suspect,,1,1,0
570,BS127,127,5/15/2012,5/29/2012,0.021,<32,Negative,0.226,64,Suspect,,1,1,0
571,BS154,154,5/15/2012,5/29/2012,0.013,<32,Negative,0.077,<32,Negative,,1,1,0
572,BS186,186,5/15/2012,5/29/2012,0.041,<32,Negative,0.333,64,Suspect,,1,1,0
573,BS239,239,5/15/2012,5/29/2012,0.012,<32,Negative,0.072,<32,Negative,,1,1,0
574,BS501,501,5/15/2012,5/29/2012,0.011,<32,Negative,0.062,<32,Negative,,1,1,0
575,BS502,502,5/15/2012,5/29/2012,0.014,<32,Negative,0.308,64,Suspect,,1,1,0
576,BS505,505,5/15/2012,5/29/2012,0.006,<32,Negative,0.009,<32,Negative,,1,1,0
577,BS506,506,5/15/2012,5/29/2012,0.04,<32,Negative,0.118,32,Suspect,,1,1,0
578,BS510,510,5/15/2012,5/29/2012,0.031,<32,Negative,0.124,32,Suspect,,1,1,0
579,BS515,515,5/15/2012,5/29/2012,0.039,<32,Negative,0.498,128,Positive,,1,1,0
580,BS517,517,5/15/2012,5/29/2012,0.022,<32,Negative,0.091,<32,Negative,,1,1,0
581,BS519,519,5/15/2012,5/29/2012,0.037,<32,Negative,0.309,64,Suspect,,1,1,0
582,BS520,520,5/15/2012,5/29/2012,0.027,<32,Negative,0.037,<32,Negative,,1,1,0
583,BS529,529,5/15/2012,5/29/2012,0.023,<32,Negative,0.207,32,Suspect,,1,1,0
584,BS580,580,5/15/2012,5/29/2012,0.015,<32,Negative,0.033,<32,Negative,,1,1,0
585,BS581,581,5/15/2012,5/29/2012,0.03,<32,Negative,0.061,<32,Negative,,1,1,0
586,BS598,598,5/15/2012,5/29/2012,0.025,<32,Negative,0.111,32,Suspect,,1,1,0
587,BS05,5,5/16/2012,5/29/2012,0.033,<32,Negative,0.188,32,Suspect,,1,1,0
588,BS08,8,5/16/2012,5/29/2012,0.032,<32,Negative,0.183,32,Suspect,,1,1,0
589,BS23,23,5/16/2012,5/29/2012,0.025,<32,Negative,0.439,128,Positive,,1,1,0
590,BS74,74,5/16/2012,5/29/2012,0.016,<32,Negative,0.148,32,Suspect,,1,1,0
591,BS88,88,5/16/2012,5/29/2012,0.021,<32,Negative,0.208,32,Suspect,,1,1,0
592,BS113,113,5/16/2012,5/29/2012,0.017,<32,Negative,0.098,<32,Negative,,1,1,0
593,BS134,134,5/16/2012,5/29/2012,0.029,<32,Negative,0.268,64,Suspect,,1,1,0
594,BS135,135,5/16/2012,5/29/2012,0.004,<32,Negative,0.036,<32,Negative,,1,1,0
595,BS136,136,5/16/2012,5/29/2012,0.023,<32,Negative,0.103,<32,Negative,,1,1,0
596,BS140,140,5/16/2012,5/29/2012,0.013,<32,Negative,0.349,64,Suspect,,1,1,0
597,BS141,141,5/16/2012,5/29/2012,0.016,<32,Negative,0.042,<32,Negative,,1,1,0
598,BS145,145,5/16/2012,5/29/2012,0.02,<32,Negative,0.106,32,Suspect,,1,1,0
599,BS192,192,5/16/2012,5/29/2012,0.08,32,Suspect,0.297,64,Suspect,,1,1,0
600,BS317,317,5/16/2012,5/29/2012,0.027,<32,Negative,0.288,64,Suspect,,1,1,0
601,BS321,321,5/16/2012,5/29/2012,0.01,<32,Negative,0.091,<32,Negative,,1,1,0
