UserName,TimeStamp,TortoiseID,EncounterDate,EncounterTime,Fieldworker1,Fieldworker2,CameraWithPhotos,Temperature,HandleStartTime,HandleEndTime,iButtonPurpose,DataDownload,iButtonID,iButtonType,SampleRateTaken,SampleCountTaken,NewiButtonID,NewiButtonType,NewiButtonLocation,InitialWeight,FinalWeight,NewMission,SampleRate,MaxSampleCount,MissionStartDate,MissionStartTime,MissionEndDate,TortoiseVoided,VoidUrineVol,VoidUrineColor,VoidFecesPieces,TortoiseHydrated,HydrateMethod,HydrateFluidVol,Comments,DataMigrated,DataProofed
BS8,9/10/2007,BS315,9/8/2012,1/0/1900,Kelly Herbinson,,,,1/0/1900,1/0/1900,Download Data;Remove iButton,Y,,,15,5397,,,,,,,,,,,,,,,,,,,"Mortality. IButton removed, downloaded, stopped.",1,0
BS1,4/2/2012,BS576,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,30.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,610000001fe61f41,1922L,LC2,2650,2650,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS619,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,30.3,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,D80000001e0e6241,1922L,LC1,1850,1850,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS556,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,F80000001fe4d841,1922L,LC1,840,840,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS559,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,6e0000001e105541,1922L,LC1,2450,2450,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS101,3/29/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,27.7,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,5d0000001ef70c41,1922L,LC1,4600,4600,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS550,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Cb0000001fe3b041,1922L,LC1,3650,3650,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS334,3/29/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,26,1/0/1900,,Initially Attach iButton,,,,,,4b0000001fe20d41,1922L,LC1,2490,2490,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS540,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,31.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,D20000001fddfd41,1922L,LC2,1380,1385,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS543,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,30.7,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,1f0000001ef74d41,1922L,LC1,2850,2850,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS13,3/29/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,25.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,350000001fdd9241,1922L,LC1,2550,2550,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,RC3 antenna housing missing- replaced today using cream gel epoxy (see photo).,1,0
BS1,4/2/2012,BS564,3/31/2012,1/0/1900,Jay Meyers,,Jay Meyers,31.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Cc0000001e0edc41,1922L,LC1,3000,3000,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS139,3/29/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,29.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,6f0000001e2bb141,1922L,LC1,3250,3250,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS582,3/31/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,5f0000001fea7b41,1922L,LC1,2250,2250,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS140,3/29/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,26.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Db0000001e063c41,1922L,LC1,1660,1660,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS555,3/31/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,33.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,2b0000001e0eb341,1922L,LC1,2150,2150,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS593,3/31/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,32,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,730000001e086341,1922L,LC1,1850,1850,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS638,3/31/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,32.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,De0000001e078641,1922L,LC1,1,1,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,"Sharing  pallet with untransmittered tortoise, female",1,0
BS16,4/2/2012,BS146,3/29/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,26.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,310000001f01ab41,1922L,RC1,1080,1080,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,Forgot to take first photo of carapace without ibutton.,1,0
BS1,4/2/2012,BS636,3/31/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,B40000001fe84c41,1922L,LC1,3900,3900,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS143,3/29/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,26.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Db0000001f066441,1922L,RC1,1920,1920,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS590,3/31/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,30.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,290000001e045a41,1922L,RC1,3300,3300,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,"Extra right costal. Bad epoxy set-button removed, cleaned, and replaced with new epoxy",1,0
BS1,4/2/2012,BS596,3/31/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,32.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,610000001fe04941,1922L,LC1,2350,2350,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,Forgot to take pre-ibutton carapace picture,1,0
BS1,4/2/2012,BS597,3/31/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,33.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,3a0000001e2bd841,1922L,LC1,3175,3175,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS11,3/29/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,25.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,710000001f19b841,1922L,LC1,1900,1900,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS577,3/31/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,30.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,9b0000001fe37a41,1922L,LC1,1975,1975,Y,12,8192,3/30/2012,,6/7/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS12,3/29/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,29.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,940000001e104d41,1922L,LC1,1750,1750,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS113,3/29/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,26.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,D00000001f01f141,1922L,LC1,2300,2300,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS1,4/2/2012,BS570,3/31/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,28.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Ce0000001e298b41,1922L,LC1,3150,3150,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,Missing sheath of anterior L hindlimb toenail. Looks real sleepy,1,0
BS16,4/2/2012,BS134,3/29/2012,1/0/1900,Shawn Lindey,,Shawn Lindey,27.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,970000001e043641,1922L,RC1,2125,2125,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS120,3/29/2012,1/0/1900,Shawn Lindey,,Shawn Lindey,27.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,E00000001FDF6D41,1922L,LC1,3300,3300,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS22,4/2/2012,BS183,3/30/2012,1/0/1900,John Hillman,Max Havelka,John Hillman,29.3,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,0F0000001E076D41,1922L,RC1,3050,3065,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS33,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,29.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,810000001f18e641,1922L,LC1,2200,2200,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS22,4/2/2012,BS38,3/30/2012,1/0/1900,John Hillman,Max Havelka,John Hillman,28.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,950000001f047d41,1922L,LC1,2400,2415,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS84,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,29.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,C20000001fe71d41,1922L,RC1,2800,2800,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS99,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,30,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,9b0000001e066e41,1922L,LC1,1220,1220,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,"This ""unknown sex"" animal is female. Some detail about sizing ibuttons on smaller animals was recorded on the paper data form.",1,0
BS16,4/2/2012,BS109,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,30.3,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,260000001f018341,1922L,LC1,3375,3375,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS161,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,28.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,2b0000001f192d41,1922L,LC1,2600,2600,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,Epoxy very slow to set...,1,0
BS16,4/2/2012,BS162,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,27.7,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,520000001fe8a641,1922L,LC1,2400,2400,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,1 m from gas pipeline.,1,0
BS16,4/2/2012,BS30,3/30/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,25.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,700000001e045941,1922L,LC1,2950,2950,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,Forgot to take pre-ibutton picture.,1,0
BS16,4/2/2012,BS126,3/30/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,32,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,820000001F1B5B41,1922L,RC1,2380,2380,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS131,3/30/2012,1/0/1900,TG Jackson,,TG Jackson,27.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,3a0000001e0eae41,1922L,RC1,3800,3800,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS163,3/30/2012,1/0/1900,TG Jackson,,TG Jackson,29,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Dd0000001e052241,1922L,RC1,1820,1820,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS121,3/30/2012,1/0/1900,TG Jackson,,TG Jackson,31.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,220000001e2b0c41,1922L,RC1,2775,2775,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS102,3/30/2012,1/0/1900,TG Jackson,,TG Jackson,31,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,F30000001e074041,1922L,LC1,3550,3550,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS55,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,25.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,360000001e298041,1922L,LC1,2280,2280,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS168,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,25.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,700000001e29e741,1922L,RC1,2550,2550,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS165,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,29.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,A60000001fe00f41,1922L,RC1,3100,3100,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS230,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,30.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,0b0000001fdd5a41,1922L,LC1,1160,1160,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS89,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,32.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Fa0000001fdfaa41,1922L,RC1,2825,2825,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS167,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,33.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,960000001fe39541,1922L,RC1,3500,3500,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/2/2012,BS160,3/31/2012,1/0/1900,TG Jackson,,TG Jackson,30.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,C10000001fdfc141,1922L,LC1,2800,2800,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS530,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,21.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,870000001e0c6641,1922L,RC1,1720,1720,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS535,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,26.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Cb0000001e083a41,1922L,LC1,2500,2500,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS34,4/3/2012,BS34,4/3/2012,1/0/1900,Shawn Lindey,Christine Stirling,Shawn Lindey,21.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,F70000001f073e41,1922L,LC1,1970,1970,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS502,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,32.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,060000001e048f41,1922L,LC1,1840,1840,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS24,4/3/2012,BS220,4/3/2012,1/0/1900,Gerald Monk,Jeff Valentine,Jeff Valentine,22.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,C20000001e077441,1922L,LC1,3275,3300,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS34,4/3/2012,BS305,4/3/2012,1/0/1900,Christine Stirling,Shawn Lindey,Shawn Lindey,23.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,090000001fe73141,1922L,LC1,1990,1990,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS537,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,26.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,520000001fea9441,1922L,RC1,2220,2220,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS16,4/3/2012,BS595,4/3/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,26.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,0d0000001e0eaf41,1922L,RC1,2075,2075,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/3/2012,BS583,4/3/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,28.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,900000001E2B0A41,1922L,RC1,1990,1990,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/3/2012,BS594,4/3/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,29,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,B30000001FDD0341,1922L,LC1,1200,1200,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS16,4/3/2012,BS600,4/3/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,27.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Ac0000001e0ea741,1922L,RC1,2850,2850,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,"REMOVED OLD NUMBER AND RE DID IT
RECCOMEND TRANSMITTER CLEAN UP AND EPOXY NOTCHES",1,0
BS2,4/3/2012,BS65,4/3/2012,1/0/1900,Gerald Monk,Shawn Lindey,Shawn Lindey,25.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,B00000001fe38941,1922L,LC1,1600,1600,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS517,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,28.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,710000001e07f741,1922L,LC1,1730,1730,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS1,4/3/2012,BS523,4/3/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,26.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,020000001e2b2541,1922L,LC1,2125,2125,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS1,4/4/2012,BS514,4/4/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,27.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,200000001f113f41,1922L,LC1,885,890,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,"Smallish tort. After epoxying ibutton, i rolled tort on carapace and rocked laterally. Tortoise movement doesn't seem affected.",1,0
BS1,4/4/2012,BS533,4/4/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,27.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,D80000001fe09541,1922L,LC1,1570,1575,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS16,4/4/2012,BS36,4/4/2012,1/0/1900,Brian Cohn,Jay Meyers,Brian Cohn,24.9,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,410000001fdf6541,1922L,RC1,1120,1120,Y,12,8192,4/4/2012,,6/6/2012,N,,,,N,,,,1,0
BS25,4/5/2012,BS544,4/5/2012,1/0/1900,Josh Holloway,Morgan King,Morgan King,21,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,440000001F00F241,1922L,RC1,1900,1900,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS20,4/5/2012,BS130,4/5/2012,1/0/1900,Shawn Lindey,,Shawn Lindey,22.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,0b0000001fe17441,1922L,LC1,2875,2875,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS26,4/5/2012,BS568,4/5/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,29.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,310000001e0f6d41,1922L,RC1,1200,1200,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS20,4/5/2012,BS156,4/5/2012,1/0/1900,Shawn Lindey,,Shawn Lindey,24.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,8a0000001e0fa241,1922L,LC1,1790,1790,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS26,4/5/2012,BS566,4/5/2012,1/0/1900,Chandra Llewellyn,,Chandra Llewellyn,29,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,A20000001fdd1e41,1922L,LC1,1800,1800,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS25,4/5/2012,BS615,4/5/2012,1/0/1900,Josh Holloway,Morgan King,Morgan King,23,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,710000001E2A4941,1922L,LC1,3525,3525,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS12,4/5/2012,BS501,4/5/2012,1/0/1900,Jacquelyn Smith,,Jacquelyn Smith,24.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,940000001E03EF41,1922L,RC1,1470,1475,Y,12,8192,3/30/2012,,6/6/2012,N,,,,N,,,,1,0
BS20,4/5/2012,BS23,4/5/2012,1/0/1900,Shawn Lindey,,Shawn Lindey,23.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,1d0000001e0d1c41,1922L,RC1,3000,3000,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS25,4/5/2012,BS621,4/5/2012,1/0/1900,Josh Holloway,Morgan King,Morgan King,20.7,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,AD0000001FE0D541,1922L,RC1,1500,1500,Y,12,8192,4/1/2012,,6/8/2012,N,,,,N,,,,1,0
BS7,4/5/2012,BS68,4/5/2012,1/0/1900,Amanda Scheib,Jay Meyers,Amanda Scheib,20,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,3e0000001e0f9141,1922L,RC1,3200,3200,Y,12,8192,4/2/2012,,6/7/2012,N,,,,N,,,,1,0
BS20,4/6/2012,BS79,4/6/2012,1/0/1900,Laura Pavliscak,,Laura Pavliscak,18.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,2a0000001f06a641,1922L,LC1,2375,2375,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS20,4/6/2012,BS127,4/6/2012,1/0/1900,Bruce Weise,Suren Holbek,Bruce Weise,21,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,620000001e2a4741,1922L,LC1,2450,2460,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS20,4/6/2012,BS137,4/6/2012,1/0/1900,Bruce Weise,Suren Holbek,Bruce Weise,20.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,8b0000001f00f841,1922L,LC1,1875,1875,Y,12,8192,3/29/2012,,6/5/2012,N,,,,N,,,,1,0
BS3,4/7/2012,BS315,4/7/2012,1/0/1900,Bruce Weise,,Bruce Weise,23.1,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,F80000001e0c7941,1922L,LC1,1800,1800,Y,12,8192,3/31/2012,,6/7/2012,N,,,,N,,,,1,0
BS22,4/7/2012,BS81,4/7/2012,1/0/1900,Shawn Lindey,Christine Stirling,Shawn Lindey,22.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,880000001fe60941,1922L,LC1,2575,2575,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS11,4/7/2012,BS290,4/7/2012,1/0/1900,Chandra Llewellyn,Jacquelyn Smith,Chandra Llewellyn,22.2,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,B30000001e2aac41,1922L,LC1,825,840,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS25,4/7/2012,BS45,4/7/2012,1/0/1900,Josh Holloway,Morgan King,Josh Holloway,22.5,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,4C0000001E2B0E41,1922L,LC1,2000,2000,Y,12,8192,3/31/2012,,6/7/2012,N,,,,N,,,,1,0
BS3,4/7/2012,BS321,4/7/2012,1/0/1900,Bruce Weise,,Bruce Weise,23.7,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,720000001e2bc641,1922L,LC1,2625,2625,Y,12,8192,3/31/2012,,6/7/2012,N,,,,N,,,,1,0
BS3,4/7/2012,BS324,4/7/2012,1/0/1900,Bruce Weise,,Bruce Weise,23.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Ce0000001e052c41,1922L,LC1,1925,1925,Y,12,8192,3/31/2012,,6/7/2012,N,,,,N,,,,1,0
BS1,4/7/2012,BS91,4/7/2012,1/0/1900,Laura Pavliscak,Kelly Herbinson,Laura Pavliscak,21.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,110000001fea5041,1922L,LC1,2550,2550,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS1,4/7/2012,BS64,4/7/2012,1/0/1900,Laura Pavliscak,Kelly Herbinson,Laura Pavliscak,21.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,730000001e04cf41,1922L,LC1,1810,1810,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS22,4/7/2012,BS110,4/7/2012,1/0/1900,Shawn Lindey,Christine Stirling,Shawn Lindey,24.8,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,Ae0000001fe04341,1922L,LC1,3040,3040,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS11,4/7/2012,BS223,4/7/2012,1/0/1900,Chandra Llewellyn,Jacquelyn Smith,Chandra Llewellyn,25.4,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,B40000001EF98441,1922L,LC1,1490,1490,Y,12,8192,4/2/2012,,6/9/2012,N,,,,N,,,,1,0
BS16,4/8/2012,BS239,4/8/2012,1/0/1900,Bruce Weise,Nicole Stephens,Bruce Weise,23.6,1/0/1900,1/0/1900,Initially Attach iButton,,,,,,1c0000001e0eb241,1922L,LC1,2150,2150,Y,12,8192,3/31/2012,,6/7/2012,N,,,,N,,,Extra R costal,1,0
